iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"160,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"9633","NONGFU SPRING LTD H","Consumer Staples","Equity","2,196,514.71","0.01","2,196,514.71","445,600.00","4.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"8113","UNICHARM CORP","Consumer Staples","Equity","2,190,132.27","0.01","2,190,132.27","278,100.00","7.88","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"2883","KGI FINANCIAL HOLDING LTD","Financials","Equity","2,184,019.51","0.01","2,184,019.51","3,983,000.00","0.55","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"ORSTED","ORSTED","Utilities","Equity","2,179,239.24","0.01","2,179,239.24","45,415.00","47.99","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.83","DKK","-"
"9532","OSAKA GAS LTD","Utilities","Equity","2,169,813.89","0.01","2,169,813.89","93,600.00","23.18","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","2,165,944.46","0.01","2,165,944.46","25,063.00","86.42","United States","NASDAQ","USD","1.00","USD","-"
"ENX","EURONEXT NV","Financials","Equity","2,163,312.81","0.01","2,163,312.81","15,646.00","138.27","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"ALB","ALBEMARLE CORP","Materials","Equity","2,159,000.08","0.01","2,159,000.08","27,212.00","79.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORK","ORKLA","Consumer Staples","Equity","2,156,489.88","0.01","2,156,489.88","206,970.00","10.42","Norway","Oslo Bors Asa","USD","10.54","NOK","-"
"SCHN","SCHINDLER HOLDING AG","Industrials","Equity","2,150,573.05","0.01","2,150,573.05","6,805.00","316.03","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"EN","BOUYGUES SA","Industrials","Equity","2,147,585.52","0.01","2,147,585.52","54,546.00","39.37","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"7202","ISUZU MOTORS LTD","Consumer Discretionary","Equity","2,143,510.25","0.01","2,143,510.25","161,200.00","13.30","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","2,144,105.60","0.01","2,144,105.60","30,784.00","69.65","United States","NASDAQ","USD","1.00","USD","-"
"TELIA","TELIA COMPANY","Communication","Equity","2,135,184.28","0.01","2,135,184.28","605,957.00","3.52","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"1801","TAISEI CORP","Industrials","Equity","2,129,272.71","0.01","2,129,272.71","45,700.00","46.59","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"BALN","BALOISE HOLDING AG","Financials","Equity","2,126,811.69","0.01","2,126,811.69","10,459.00","203.35","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","Information Technology","Equity","2,127,333.02","0.01","2,127,333.02","18,428.00","115.44","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"ALDAR","ALDAR PROPERTIES","Real Estate","Equity","2,123,331.09","0.01","2,123,331.09","896,363.00","2.37","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","2,120,064.55","0.01","2,120,064.55","476,419.00","4.45","Singapore","NASDAQ","USD","1.00","USD","-"
"PTT.R","PTT NON-VOTING DR PCL","Energy","Equity","2,118,155.72","0.01","2,118,155.72","2,413,800.00","0.88","Thailand","Stock Exchange Of Thailand","USD","33.62","THB","-"
"EUROB","EUROBANK HOLDINGS SA","Financials","Equity","2,118,653.29","0.01","2,118,653.29","733,696.00","2.89","Greece","Athens Exchange S.A. Cash Market","USD","0.92","EUR","-"
"A17U","CAPITALAND ASCENDAS REIT","Real Estate","Equity","2,118,805.50","0.01","2,118,805.50","1,079,779.00","1.96","Singapore","Singapore Exchange","USD","1.33","SGD","-"
"3","HONG KONG AND CHINA GAS LTD","Utilities","Equity","2,116,785.35","0.01","2,116,785.35","2,542,040.00","0.83","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MPL","MEDIBANK PRIVATE LTD","Financials","Equity","2,115,796.67","0.01","2,115,796.67","761,394.00","2.78","Australia","Asx - All Markets","USD","1.57","AUD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","2,112,629.40","0.01","2,112,629.40","70,515.00","29.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2603","EVERGREEN MARINE CORP (TAIWAN) LTD","Industrials","Equity","2,108,849.10","0.01","2,108,849.10","302,000.00","6.98","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Equity","2,105,978.89","0.01","2,105,978.89","43,959.00","47.91","Israel","Tel Aviv Stock Exchange","USD","3.65","ILS","-"
"STN","STANTEC INC","Industrials","Equity","2,091,927.40","0.01","2,091,927.40","25,049.00","83.51","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"MRO","MELROSE INDUSTRIES PLC","Industrials","Equity","2,088,779.87","0.01","2,088,779.87","308,411.00","6.77","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","2,084,469.66","0.01","2,084,469.66","46,137.00","45.18","United States","NASDAQ","USD","1.00","USD","-"
"3407","ASAHI KASEI CORP","Materials","Equity","2,084,917.04","0.01","2,084,917.04","291,800.00","7.15","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"CIPLA","CIPLA LTD","Health Care","Equity","2,080,771.37","0.01","2,080,771.37","121,006.00","17.20","India","National Stock Exchange Of India","USD","86.80","INR","-"
"051910","LG CHEM LTD","Materials","Equity","2,078,121.98","0.01","2,078,121.98","12,803.00","162.32","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"EICHERMOT","EICHER MOTORS LTD","Consumer Discretionary","Equity","2,079,532.67","0.01","2,079,532.67","35,742.00","58.18","India","National Stock Exchange Of India","USD","86.80","INR","-"
"AM","DASSAULT AVIATION SA","Industrials","Equity","2,076,312.58","0.01","2,076,312.58","6,070.00","342.06","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"ABF","ASSOCIATED BRITISH FOODS PLC","Consumer Staples","Equity","2,075,297.70","0.01","2,075,297.70","84,925.00","24.44","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"QIA","QIAGEN NV","Health Care","Equity","2,069,567.28","0.01","2,069,567.28","52,224.00","39.63","Germany","Deutsche Boerse Xetra","USD","0.92","EUR","-"
"ASX","ASX LTD","Financials","Equity","2,069,888.12","0.01","2,069,888.12","50,211.00","41.22","Australia","Asx - All Markets","USD","1.57","AUD","-"
"2319","CHINA MENGNIU DAIRY LTD","Consumer Staples","Equity","2,070,400.78","0.01","2,070,400.78","810,000.00","2.56","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"009540","HD KOREA SHIPBUILDING & OFFSHORE E","Industrials","Equity","2,063,912.83","0.01","2,063,912.83","13,802.00","149.54","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","2,062,396.86","0.01","2,062,396.86","2,062,397.00","100.00","United States","-","USD","1.00","USD","-"
"CEZ","CEZ","Utilities","Equity","2,061,299.08","0.01","2,061,299.08","44,475.00","46.35","Czech Republic","Prague Stock Exchange","USD","22.94","CZK","-"
"CA","CARREFOUR SA","Consumer Staples","Equity","2,061,305.05","0.01","2,061,305.05","145,351.00","14.18","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"CNA","CENTRICA PLC","Utilities","Equity","2,059,403.67","0.01","2,059,403.67","1,098,371.00","1.87","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","2,054,083.15","0.01","2,054,083.15","432,300.00","4.75","Singapore","Singapore Exchange","USD","1.33","SGD","-"
"6383","DAIFUKU LTD","Industrials","Equity","2,051,823.78","0.01","2,051,823.78","80,600.00","25.46","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"JSWSTEEL","JSW STEEL LTD","Materials","Equity","2,049,930.04","0.01","2,049,930.04","176,928.00","11.59","India","National Stock Exchange Of India","USD","86.80","INR","-"
"9697","CAPCOM LTD","Communication","Equity","2,048,450.17","0.01","2,048,450.17","87,200.00","23.49","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"BN4","KEPPEL LTD","Industrials","Equity","2,042,586.27","0.01","2,042,586.27","401,900.00","5.08","Singapore","Singapore Exchange","USD","1.33","SGD","-"
"NED","NEDBANK GROUP LTD","Financials","Equity","2,037,839.87","0.01","2,037,839.87","136,509.00","14.93","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"DRREDDY","DR REDDYS LABORATORIES LTD","Health Care","Equity","2,029,325.68","0.01","2,029,325.68","153,079.00","13.26","India","National Stock Exchange Of India","USD","86.80","INR","-"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","2,023,195.23","0.01","2,023,195.23","20,200.00","100.16","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","2,024,690.83","0.01","2,024,690.83","43,309.00","46.75","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","2,021,222.00","0.01","2,021,222.00","20,650.00","97.88","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEMETSCHEK","Information Technology","Equity","2,019,100.52","0.01","2,019,100.52","16,104.00","125.38","Germany","Xetra","USD","0.92","EUR","-"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrials","Equity","2,017,254.66","0.01","2,017,254.66","197,470.00","10.22","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"2379","REALTEK SEMICONDUCTOR CORP","Information Technology","Equity","2,009,754.92","0.01","2,009,754.92","124,000.00","16.21","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Equity","2,002,625.64","0.01","2,002,625.64","693,872.00","2.89","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"SKF B","SKF B","Industrials","Equity","2,002,714.42","0.01","2,002,714.42","87,674.00","22.84","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"SMIN","SMITHS GROUP PLC","Industrials","Equity","2,003,534.92","0.01","2,003,534.92","77,422.00","25.88","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","2,000,567.97","0.01","2,000,567.97","1,112.00","1,799.07","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.83","DKK","-"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Equity","1,994,829.20","0.01","1,994,829.20","262,872.00","7.59","Israel","Tel Aviv Stock Exchange","USD","3.65","ILS","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","1,994,971.40","0.01","1,994,971.40","51,140.00","39.01","United States","NASDAQ","USD","1.00","USD","-"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Financials","Equity","1,991,722.61","0.01","1,991,722.61","7,432.00","267.99","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"2382","SUNNY OPTICAL TECHNOLOGY LTD","Information Technology","Equity","1,985,266.03","0.01","1,985,266.03","180,200.00","11.02","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BBAS3","BANCO DO BRASIL SA","Financials","Equity","1,984,927.58","0.01","1,984,927.58","396,717.00","5.00","Brazil","XBSP","USD","5.69","BRL","-"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","1,981,556.18","0.01","1,981,556.18","162,826.00","12.17","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"1113","CK ASSET HOLDINGS LTD","Real Estate","Equity","1,982,360.42","0.01","1,982,360.42","453,016.00","4.38","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","1,977,925.49","0.01","1,977,925.49","245,900.00","8.04","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","1,978,951.16","0.01","1,978,951.16","15,761.00","125.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"028260","SAMSUNG C&T CORP","Industrials","Equity","1,970,557.74","0.01","1,970,557.74","23,101.00","85.30","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"ASRNL","ASR NEDERLAND NV","Financials","Equity","1,971,687.82","0.01","1,971,687.82","34,361.00","57.38","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"CAR","CAR GROUP LTD","Communication","Equity","1,966,249.58","0.01","1,966,249.58","92,616.00","21.23","Australia","Asx - All Markets","USD","1.57","AUD","-"
"ABG","ABSA GROUP LTD","Financials","Equity","1,965,883.19","0.01","1,965,883.19","189,610.00","10.37","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"SGP","STOCKLAND STAPLED UNITS LTD","Real Estate","Equity","1,958,577.25","0.01","1,958,577.25","622,065.00","3.15","Australia","Asx - All Markets","USD","1.57","AUD","-"
"2057","ZTO EXPRESS (CAYMAN) INC","Industrials","Equity","1,951,102.67","0.01","1,951,102.67","95,045.00","20.53","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"HEN","HENKEL AG","Consumer Staples","Equity","1,945,988.83","0.01","1,945,988.83","26,319.00","73.94","Germany","Xetra","USD","0.92","EUR","-"
"SLM","SANLAM LIMITED LTD","Financials","Equity","1,946,483.98","0.01","1,946,483.98","418,816.00","4.65","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"BPAC11","BCO BTG PACTUAL UNT SA","Financials","Equity","1,941,101.78","0.01","1,941,101.78","316,369.00","6.14","Brazil","XBSP","USD","5.69","BRL","-"
"EQTL3","EQUATORIAL SA","Utilities","Equity","1,938,304.75","0.01","1,938,304.75","336,447.00","5.76","Brazil","XBSP","USD","5.69","BRL","-"
"8473","SBI HOLDINGS INC","Financials","Equity","1,938,619.12","0.01","1,938,619.12","68,330.00","28.37","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","1,935,875.50","0.01","1,935,875.50","171,925.00","11.26","United States","NASDAQ","USD","1.00","USD","-"
"AKRBP","AKER BP","Energy","Equity","1,935,305.48","0.01","1,935,305.48","87,193.00","22.20","Norway","Oslo Bors Asa","USD","10.54","NOK","-"
"HTHT","H WORLD GROUP ADR LTD","Consumer Discretionary","Equity","1,935,551.52","0.01","1,935,551.52","50,722.00","38.16","China","NASDAQ","USD","1.00","USD","-"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","1,932,244.64","0.01","1,932,244.64","49,048.00","39.39","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"6920","LASERTEC CORP","Information Technology","Equity","1,927,822.84","0.01","1,927,822.84","19,800.00","97.36","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energy","Equity","1,925,433.36","0.01","1,925,433.36","116,368.00","16.55","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.92","EUR","-"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","1,922,131.31","0.01","1,922,131.31","25,042.00","76.76","Germany","Xetra","USD","0.92","EUR","-"
"ADDT B","ADDTECH CLASS B","Industrials","Equity","1,916,146.70","0.01","1,916,146.70","63,312.00","30.27","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Health Care","Equity","1,911,371.14","0.01","1,911,371.14","26,948.00","70.93","India","National Stock Exchange Of India","USD","86.80","INR","-"
"DVA","DAVITA INC","Health Care","Equity","1,912,361.36","0.01","1,912,361.36","12,814.00","149.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materials","Equity","1,908,709.65","0.01","1,908,709.65","38,077.00","50.13","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","1,905,650.98","0.01","1,905,650.98","25,233.00","75.52","Belgium","Nyse Euronext - Euronext Brussels","USD","0.92","EUR","-"
"DAY","DAYFORCE INC","Industrials","Equity","1,904,699.94","0.01","1,904,699.94","33,451.00","56.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KGF","KINGFISHER PLC","Consumer Discretionary","Equity","1,898,900.88","0.01","1,898,900.88","555,426.00","3.42","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"2002","CHINA STEEL CORP","Materials","Equity","1,897,032.64","0.01","1,897,032.64","2,598,305.00","0.73","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"SKA B","SKANSKA B","Industrials","Equity","1,897,043.34","0.01","1,897,043.34","78,351.00","24.21","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"GRASIM","GRASIM INDUSTRIES LTD","Materials","Equity","1,892,805.58","0.01","1,892,805.58","68,476.00","27.64","India","National Stock Exchange Of India","USD","86.80","INR","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","1,891,847.48","0.01","1,891,847.48","171,674.00","11.02","United States","NASDAQ","USD","1.00","USD","-"
"033780","KT&G CORP","Consumer Staples","Equity","1,881,302.11","0.01","1,881,302.11","28,284.00","66.51","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"9901","NEW ORIENTAL EDUCATION & TECHNOLOG","Consumer Discretionary","Equity","1,879,426.75","0.01","1,879,426.75","374,430.00","5.02","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"INDT","INDUTRADE","Industrials","Equity","1,876,734.56","0.01","1,876,734.56","63,509.00","29.55","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"HM B","HENNES & MAURITZ","Consumer Discretionary","Equity","1,874,514.01","0.01","1,874,514.01","140,138.00","13.38","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"4911","SHISEIDO LTD","Consumer Staples","Equity","1,871,355.97","0.01","1,871,355.97","96,200.00","19.45","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"3045","TAIWAN MOBILE LTD","Communication","Equity","1,869,550.73","0.01","1,869,550.73","532,000.00","3.51","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"COALINDIA","COAL INDIA LTD","Energy","Equity","1,867,860.82","0.01","1,867,860.82","420,305.00","4.44","India","National Stock Exchange Of India","USD","86.80","INR","-"
"CAE","CAE INC","Industrials","Equity","1,863,622.19","0.01","1,863,622.19","76,031.00","24.51","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","1,861,307.85","0.01","1,861,307.85","161,900.00","11.50","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"TREL B","TRELLEBORG B","Industrials","Equity","1,857,608.88","0.01","1,857,608.88","45,838.00","40.53","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Equity","1,854,320.49","0.01","1,854,320.49","110,578.00","16.77","India","National Stock Exchange Of India","USD","86.80","INR","-"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","1,849,202.71","0.01","1,849,202.71","241,200.00","7.67","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
